County,Offense,AverageIncarcerationLength,TotalCasesYear,TotalIncarcerationAmount,MaxSentence,MinSentence,StdDevSentence,MedianSentence,ModeSentence,AverageProbation,TotalProbationInstances,TotalProbationMonthSum,MaxProbation,MinProbation,StdDevProbation,MedianProbation,ModeProbation,ID
BUR,UNLAW TAKING MEANS OF CONVEYAN,258.9230769230769,13,3366,541,0,225.5849660839058,211.0,0,13.384615384615385,13,174,60,0,18.997975600654847,0.0,0,839
BUR,UNLAWFUL POSS HANDGUN-BBGUN/SP,89.5,2,179,179,0,126.572113832392,89.5,0,42.0,2,84,60,24,25.45584412271571,42.0,24,840
BUR,UNLAWFUL POSS OF HANDGUN W/OUT,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,841
BUR,UNLAWFUL POSS WEAP - OTHER WEA,45.46153846153846,13,591,365,0,106.65490720435339,0.0,0,21.23076923076923,13,276,48,0,13.989006672823761,24.0,24,842
BUR,UNLAWFUL POSS WEAP - RIFLES/SH,547.25,4,2189,1825,0,868.9439471757274,182.0,0,18.0,4,72,48,0,22.978250586152114,12.0,0,843
BUR,UNLAWFUL POSS WEAP- MACHINE GU,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,844
BUR,UNLAWFUL POSS WEAPON - HANDGUN,291.8,5,1459,1095,0,475.86363592945406,0.0,0,31.2,5,156,60,0,23.392306427541513,24.0,24,845
BUR,UNLAWFUL POSS WEAPON-HANDGUNS,1065.5333333333333,90,95898,2190,0,822.4236339672303,1277.5,1825,13.066666666666666,90,1176,60,0,18.57677660988265,0.0,0,846
BUR,UNLAWFUL POSSESSION OF WEAPONS,819.8333333333334,6,4919,1825,0,878.1176268966856,631.0,1825,8.0,6,48,24,0,12.393546707863734,0.0,0,847
BUR,UNLAWFUL TAKING OF A MEANS OF,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,848
BUR,USE/POSS W/INTENT TO USE DRUG,60.0,3,180,180,0,103.92304845413264,0.0,0,4.0,3,12,12,0,6.928203230275509,0.0,0,849
BUR,VIOLATION OF FIREARMS REGULATI,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,850
BUR,WANDERING/PROWLING TO OBTAIN/S,0.0,3,0,0,0,0.0,0.0,0,4.0,3,12,12,0,6.928203230275509,0.0,0,851
BUR,WEAPONS-MANU/TRANSPO/ DISP/DEF,12.0,1,12,12,12,,12.0,12,0.0,1,0,0,0,,0.0,0,852
BUR,WEAPONS-MANU/TRANSPO/DISP /DEF,364.0,1,364,364,364,,364.0,364,36.0,1,36,36,36,,36.0,36,853
BUR,WIDESPREAD INJURY OR DAMAGE-CA,180.0,1,180,180,180,,180.0,180,60.0,1,60,60,60,,60.0,60,854
BUR,WIDESPREAD INJURY OR DAMAGE-NO,540.0,2,1080,540,540,0.0,540.0,540,0.0,2,0,0,0,0.0,0.0,0,855
BUR,WITNESS TAMPERING-BRIBERY OF W,463.0,1,463,463,463,,463.0,463,48.0,1,48,48,48,,48.0,48,856
BUR,WITNESS TAMPERING-RET AGAINST,260.3333333333333,3,781,280,237,21.733231083604053,264.0,237,36.0,3,108,36,36,0.0,36.0,36,857
BUR,WITNESS TAMPERING-TO CAUSE FLS,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,858
BUR,WITNESS TAMPERING-WITHHOLD TES,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,859
BUR,WITNESS TAMPERING-WITNESS/INFO,546.0,1,546,546,546,,546.0,546,0.0,1,0,0,0,,0.0,0,860
CAM,ABSCONDING FROM PAROLE,626.8823529411765,17,10657,1095,0,453.59520532531826,540.0,1095,8.470588235294118,17,144,48,0,15.157991485759348,0.0,0,861
CAM,ABUSE/ABANDONMENT/CRUELTY & NE,0.0,3,0,0,0,0.0,0.0,0,36.0,3,108,48,24,12.0,36.0,24,862
CAM,ACCOMPLICE LIABILITY-AIDS ETC,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,863
CAM,ACCOMPLICE LIABILITY-OWN CONDU,4015.0,2,8030,4380,3650,516.1879502661797,4015.0,3650,0.0,2,0,0,0,0.0,0.0,0,864
CAM,AGG ARSON-PURP DESTROY STRUCTU,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,865
CAM,AGG ARSON-PURPOSE OR KNOWING D,2005.0,1,2005,2005,2005,,2005.0,2005,0.0,1,0,0,0,,0.0,0,866
CAM,AGG ASLT-BODILY INJURY,364.0,1,364,364,364,,364.0,364,0.0,1,0,0,0,,0.0,0,867
CAM,AGG ASSAULT,204.0,3,612,540,0,293.2030013488948,72.0,0,32.0,3,96,60,0,30.199337741083,36.0,0,868
CAM,AGG ASSAULT - ON DOMESTIC VIOL,526.0084745762712,118,62069,1825,0,590.5254287317775,317.0,0,22.677966101694917,118,2676,60,0,22.120447807685004,24.0,0,869
CAM,AGG ASSAULT - STRANGLE DOMESTI,291.8,80,23344,1095,0,335.96068184660453,180.0,0,29.625,80,2370,60,0,22.779279392031984,24.0,0,870
CAM,AGG ASSAULT W/ FIREARM,648.8378378378378,37,24007,1825,0,390.40943703825667,540.0,540,0.972972972972973,37,36,36,0,5.918363542992863,0.0,0,871
CAM,AGG ASSAULT-ASSAULT ON A HEALT,182.0,4,728,364,0,210.15549798502377,182.0,0,27.0,4,108,60,0,26.60826939130014,24.0,0,872
CAM,AGG ASSAULT-ASSAULT ON BUS DRI,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,873
CAM,AGG ASSAULT-ASSAULT ON CORREC/,717.75,20,14355,1825,0,561.2205566066648,511.5,1095,12.6,20,252,60,0,22.52577471066843,0.0,0,874
CAM,AGG ASSAULT-ATTEMPT/CAUSE BI W,606.9166666666666,72,43698,1825,0,614.6630761507467,364.0,0,18.416666666666668,72,1326,60,0,22.184723839412243,0.0,0,875
CAM,AGG ASSAULT-ATTEMPT/CAUSE SBI,1985.5853658536585,41,81409,5840,60,1027.9041048563272,1825.0,1825,5.853658536585366,41,240,60,0,16.567379055858165,0.0,0,876
CAM,AGG ASSAULT-ATTEMPT/CAUSE SIGN,598.376923076923,130,77789,2555,0,639.012504461905,364.0,0,14.215384615384615,130,1848,60,0,20.826706399796567,0.0,0,877
CAM,AGG ASSAULT-CAUSE BODILY INJUR,1182.5,2,2365,1825,540,908.6322138247135,1182.5,540,0.0,2,0,0,0,0.0,0.0,0,878
CAM,AGG ASSAULT-CAUSE INJURY WITH,233.57142857142858,7,1635,540,0,227.07770853671593,365.0,0,6.857142857142857,7,48,24,0,11.710800875382398,0.0,0,879
CAM,AGG ASSAULT-EMERGENCY 1ST AID/,114.33333333333333,3,343,180,0,99.37974307339164,163.0,0,48.0,3,144,60,24,20.784609690826528,60.0,60,880
CAM,AGG ASSAULT-ON LAW ENFORCEMENT,345.11764705882354,68,23468,1460,0,412.94456024167096,225.0,0,13.764705882352942,68,936,60,0,20.129519162246485,0.0,0,881
CAM,AGG ASSAULT-SIMPLE ASSAULT ON,90.0,2,180,180,0,127.27922061357856,90.0,0,30.0,2,60,48,12,25.45584412271571,30.0,12,882
CAM,AGG ASSLT SBI,486.3333333333333,3,1459,1095,0,557.6561066942003,364.0,0,16.0,3,48,48,0,27.712812921102035,0.0,0,883
CAM,AGG SEX ASSAULT-D ARMED W/ & T,12045.0,1,12045,12045,12045,,12045.0,12045,0.0,1,0,0,0,,0.0,0,884
CAM,"AGG SEX ASSAULT-V HELPLESS, IN",5475.0,1,5475,5475,5475,,5475.0,5475,0.0,1,0,0,0,,0.0,0,885
CAM,AGG SEX ASSAULT-VIC >=13 & <16,19345.0,1,19345,19345,19345,,19345.0,19345,0.0,1,0,0,0,,0.0,0,886
CAM,AGGRAVATED CRIMINAL SEXUAL CON,364.0,1,364,364,364,,364.0,364,36.0,1,36,36,36,,36.0,36,887
CAM,AGGRAVATED MANSLAUGHTER-EXTREM,7324.333333333333,15,109865,18615,4380,3452.970184527821,6205.0,5475,0.0,15,0,0,0,0.0,0.0,0,888
CAM,AGGRAVATED SEXUAL ASSAULT - VI,10585.0,3,31755,18250,2555,7853.863698842755,10950.0,2555,0.0,3,0,0,0,0.0,0.0,0,889
CAM,ARSON-RECKLESS DANGER OF DEATH,182.0,2,364,364,0,257.3868683519033,182.0,0,54.0,2,108,60,48,8.48528137423857,54.0,48,890
CAM,ARSON-RECKLESS DANGER TO BLDG/,521.7777777777778,9,4696,1825,0,658.647435616692,227.0,0,22.666666666666668,9,204,60,0,27.784887978899608,0.0,0,891
CAM,ASSAULT BY AUTO/VESSEL BI VIOL,111.47058823529412,17,1895,540,0,190.08028489531034,0.0,0,18.352941176470587,17,312,60,0,15.366120104269116,24.0,24,892
CAM,ASSAULT BY AUTO/VESSEL IN VIOL,0.0,1,0,0,0,,0.0,0,48.0,1,48,48,48,,48.0,48,893
CAM,ASSAULT BY AUTO/VESSEL SBI VIO,576.6666666666666,3,1730,1095,270,451.3959828502391,365.0,270,16.0,3,48,48,0,27.712812921102035,0.0,0,894
CAM,ASSAULT BY AUTO/VESSEL-BI WHIL,0.0,2,0,0,0,0.0,0.0,0,42.0,2,84,48,36,8.48528137423857,42.0,36,895
CAM,ASSAULT BY AUTO/VESSEL-DRIVE I,10.0,1,10,10,10,,10.0,10,24.0,1,24,24,24,,24.0,24,896
CAM,ASSAULT BY AUTO/VESSEL-RECKLES,0.0,5,0,0,0,0.0,0.0,0,14.4,5,72,24,0,13.145341380123988,24.0,24,897
CAM,ASSAULT BY AUTO/VESSEL-SBI WHI,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,898
CAM,"BAD CHECKS-VALUE $1,000-<$75,0",0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,899
CAM,"BAD CHECKS-VALUE $200-<$1,000",0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,900
CAM,BAD CHECKS-VALUE <$200,0.0,3,0,0,0,0.0,0.0,0,8.0,3,24,12,0,6.928203230275509,12.0,12,901
CAM,BURGLARY-ELEMENTS,270.0,2,540,540,0,381.8376618407357,270.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,902
CAM,BURGLARY-ENTERING STRUCTURE ET,490.4292452830189,424,207942,2920,0,654.2498345783242,180.0,0,30.0,424,12720,60,0,28.0546578982392,36.0,60,903
CAM,BURGLARY-NO BI AND/OR UNARMED,231.0,12,2772,364,0,133.60593345561213,300.0,300,12.0,12,144,60,0,19.81734777227449,0.0,0,904
CAM,BURGLARY-REMAIN IN STRUCTURE E,638.8,15,9582,3650,0,976.995408674692,364.0,0,26.4,15,396,60,0,29.112589323913753,12.0,0,905
CAM,BURGLARY-TRESPASS ON UTILITY C,115.0,1,115,115,115,,115.0,115,12.0,1,12,12,12,,12.0,12,906
CAM,CALLING 911 WITHOUT NEEDING 91,638.5,2,1277,1080,197,624.3752877877215,638.5,197,0.0,2,0,0,0,0.0,0.0,0,907
CAM,CARJACKING AND RETAIN DRIVER O,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,908
CAM,CAUSING DEATH WHILE DRIVING W/,819.5,2,1639,1460,179,905.8037866999674,819.5,179,24.0,2,48,48,0,33.94112549695428,24.0,0,909
CAM,CAUSING SERIOUS INJURY DRIVING,272.0,2,544,364,180,130.10764773832474,272.0,180,24.0,2,48,48,0,33.94112549695428,24.0,0,910
CAM,CDS - MANU/DIST/PWID - HEROIN/,617.2343499197432,623,384537,5475,0,764.1950389344411,260.0,0,22.44943820224719,623,13986,60,0,25.84999260833702,0.0,0,911
CAM,CDS - MANU/DIST/PWID - LSD - <,1825.0,4,7300,2920,0,1264.3970895252805,2190.0,2190,15.0,4,60,60,0,30.0,0.0,0,912
CAM,CDS - MANU/DIST/PWID - MARIJ >,151.72727272727272,11,1669,1095,0,333.4048862596621,0.0,0,41.45454545454545,11,456,60,0,20.338946070844656,36.0,60,913
CAM,CDS - MANU/DIST/PWID - MARIJ<1,294.59090909090907,22,6481,1095,0,300.8591917272152,285.0,0,18.545454545454547,22,408,60,0,25.31464336764729,0.0,0,914
CAM,CDS - MANU/DIST/PWID - MARIJ=/,269.7692307692308,26,7014,1460,0,470.42681111452885,0.0,0,28.153846153846153,26,732,60,0,27.352063626267483,30.0,0,915
CAM,CDS - MANU/DIST/PWID - METH -,496.57142857142856,21,10428,1825,0,727.1225874244707,0.0,0,21.142857142857142,21,444,60,0,27.074500391116572,0.0,0,916
CAM,CDS - MANU/DIST/PWID - OTHER S,393.05,60,23583,1825,0,569.6006161025521,77.0,0,24.2,60,1452,60,0,26.18758924583312,12.0,0,917
CAM,CDS - MANU/DIST/PWID - SCHD I,527.2647058823529,68,35854,1825,0,634.5062392844983,364.0,0,28.058823529411764,68,1908,60,0,26.356840768796186,24.0,0,918
CAM,CDS - UNDER INFLUENCE W/O PRES,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,919
CAM,CDS MANU/DIST/PWID- MARIJ =/>,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,920
CAM,CDS-MANU/DIST/PWID-MARIJ=/>1OZ,242.66666666666666,3,728,364,0,210.15549798502377,364.0,364,40.0,3,120,60,24,18.33030277982336,36.0,24,921
CAM,CDS/ANALOG - DISTRIBUTE ON/NEA,614.7640449438202,89,54714,2555,0,735.3867415187975,180.0,0,20.426966292134832,89,1818,60,0,26.660273322803313,0.0,0,922
CAM,CERT PERSON NOT TO HAVE WEAP P,2155.2380952380954,21,45260,3650,1095,631.1942573219361,1825.0,1825,0.0,21,0,0,0,0.0,0.0,0,923
CAM,CERTAIN PERSONS NOT TO HAVE WE,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,924
CAM,CIRCULATE FALSE REPORT OF IMPE,576.3333333333334,3,1729,1095,270,451.630748879362,364.0,270,20.0,3,60,48,0,24.979991993593593,12.0,0,925
CAM,COMPUTER CRIME- ACCESS PURPOSE,0.0,2,0,0,0,0.0,0.0,0,60.0,2,120,60,60,0.0,60.0,60,926
CAM,COMPUTER CRIME-ACCESS DATA/COM,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,927
CAM,COMPUTER CRIME-ACCESS PURPOSE,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,928
CAM,CONSPIRACY,522.5,14,7315,1825,0,584.8343289408483,369.0,0,22.285714285714285,14,312,60,0,29.339992584102074,0.0,0,929
CAM,CONSPIRACY - AGREE/AID IN COND,552.0,5,2760,1095,0,540.1458136466485,540.0,1095,24.0,5,120,60,0,32.863353450309965,0.0,0,930
CAM,CONSPIRACY - AGREE/ENGAGE AID,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,931
CAM,CONSPIRACY - AGREE/ENGAGE IN C,911.0697674418604,86,78352,14050,0,1790.9332617427194,180.0,0,19.3953488372093,86,1668,60,0,24.152592879814318,12.0,0,932
CAM,CONTEMPT,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,933
CAM,CONTEMPT - VIOLATE DOMESTIC VI,180.0,1,180,180,180,,180.0,180,0.0,1,0,0,0,,0.0,0,934
CAM,CONTEMPT - VIOLATE DV ORDER BY,173.375,64,11096,540,0,181.729390657019,122.0,0,16.3125,64,1044,60,0,20.32503733962481,6.0,0,935
CAM,CONTEMPT - VIOLATE ORDER,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,936
CAM,CONTEMPT-KNWING VIO SEX ASSAUL,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,937
CAM,CONTEMPT-VIOLATE JUDICIAL/REST,299.45454545454544,66,19764,1825,0,421.75651677307775,30.0,0,22.545454545454547,66,1488,60,0,25.99537344527754,0.0,0,938
CAM,CREDIT CARD CRIME-CRED CARD TH,151.0,10,1510,540,0,201.17433014952755,30.0,0,30.6,10,306,60,0,27.19558787744806,27.0,60,939
CAM,CREDIT CARD CRIME-CREDIT CARD,30.0,1,30,30,30,,30.0,30,60.0,1,60,60,60,,60.0,60,940
CAM,CREDIT CARD THEFT - FRAUDULENT,134.9090909090909,22,2968,2190,0,467.7434084024019,0.0,0,42.0,22,924,60,0,24.49489742783178,60.0,60,941
CAM,CRIM TRESPASS-ENTER/REMAIN,60.0,2,120,120,0,84.8528137423857,60.0,0,18.0,2,36,36,0,25.45584412271571,18.0,0,942
CAM,CRIMINAL ATTEMPT,297.3333333333333,3,892,467,0,258.3531175219942,425.0,0,20.0,3,60,60,0,34.64101615137755,0.0,0,943
CAM,CRIMINAL ATTEMPT - PURPOSELY E,1600.6944444444443,36,57625,10950,0,2611.511820705114,603.0,0,19.0,36,684,60,0,27.1187863192395,0.0,0,944
CAM,CRIMINAL ATTEMPT-CONDUCT DESIG,270.0,1,270,270,270,,270.0,270,36.0,1,36,36,36,,36.0,36,945
CAM,CRIMINAL ATTEMPT-OMISSION STEP,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,946
CAM,CRIMINAL COERCION-THREAT EXPOS,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,947
CAM,CRIMINAL COERCION-THREAT INFLC,74.0,1,74,74,74,,74.0,74,36.0,1,36,36,36,,36.0,36,948
CAM,CRIMINAL COERCION-THRET OFFIC,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,949
CAM,CRIMINAL MISCHIEF-DAMAGE PROPE,233.0,81,18873,1825,0,420.41018660351233,0.0,0,17.85185185185185,81,1446,60,0,21.381715968971665,12.0,0,950
CAM,CRIMINAL MISCHIEF-ENDANGER-DAM,271.3333333333333,3,814,450,0,238.88351415142347,364.0,0,24.0,3,72,60,0,31.74901573277509,12.0,0,951
CAM,CRIMINAL RESTRAINT - RISK OF S,940.7368421052631,19,17874,2190,0,877.4865521036816,1095.0,1825,14.526315789473685,19,276,60,0,19.00692394615017,0.0,0,952
CAM,CRIMINAL SEXUAL CONTACT,340.96774193548384,31,10570,1825,0,480.14730266665515,270.0,0,24.387096774193548,31,756,60,0,24.686943133776662,24.0,0,953
CAM,CRIMINAL TRESPASS-DEFIANT TRES,77.0,8,616,616,0,217.78888860545663,0.0,0,3.0,8,24,24,0,8.48528137423857,0.0,0,954
CAM,CRIMINAL TRESPASS-PEERING INTO,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,955
CAM,CRIMINAL TRESPASS-RESEARCH FAC,238.675,40,9547,1460,0,348.065009216706,95.0,0,16.5,40,660,60,0,19.536947245982613,12.0,0,956
CAM,CRIMINAL TRESPASS-STRUCT OTHER,16.625,8,133,133,0,47.02260094890541,0.0,0,6.0,8,48,12,0,6.4142698058981855,6.0,0,957
CAM,CRIMINAL TRESPASS-UNLICENSED E,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,958
CAM,CRUELTY & NEGLECT OF CHILDREN,110.33333333333333,33,3641,540,0,191.02399500237308,0.0,0,24.181818181818183,33,798,60,0,21.762143945184008,24.0,0,959
CAM,CRUELTY TO ANIMALS-BOD INJ-FAI,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,960
CAM,CRUELTY TO ANIMALS-OVERDRIVE/O,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,961
CAM,CYBER HARASS SEND/POST OBSCENE,27.5,2,55,55,0,38.890872965260115,27.5,0,12.0,2,24,24,0,16.97056274847714,12.0,0,962
CAM,CYBER HARRASSMENT- THREATEN IN,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,963
CAM,DEFRAUD ADMIN OF DRUG TEST - C,486.3333333333333,9,4377,1095,0,482.94435497270285,364.0,0,25.333333333333332,9,228,60,0,28.42534080710379,12.0,0,964
CAM,DISORDERLY CONDUCT-IMPROP BEHA,0.0,20,0,0,0,0.0,0.0,0,6.0,20,120,36,0,9.130630923032186,0.0,0,965
CAM,DISORDERLY CONDUCT-OFFENSIVE L,84.4,5,422,422,0,188.72413730098225,0.0,0,9.6,5,48,36,0,15.646085772486357,0.0,0,966
CAM,DWI - PARENT/GUARDIAN WITH MIN,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,967
CAM,EMPLOY JUVENILE IN CDS DISTRIB,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,968
CAM,END WELFARE CHILD SELL PHOTO,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,969
CAM,ENDANGER DVLPMTL DISABLD-RECKL,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,970
CAM,ENDANGERING AN INJURED VICTIM,364.0,1,364,364,364,,364.0,364,24.0,1,24,24,24,,24.0,24,971
CAM,ENDANGERING ANOTHER-KNOWINGLY,363.0,1,363,363,363,,363.0,363,12.0,1,12,12,12,,12.0,12,972
CAM,ENDANGERING ANOTHER-RECKLSSLY,0.0,4,0,0,0,0.0,0.0,0,12.0,4,48,36,0,16.97056274847714,6.0,0,973
CAM,ENDANGERING-ABUSE/NEGLECT OF A,375.14814814814815,54,20258,2189,0,574.5153628636202,167.0,0,28.666666666666668,54,1548,60,0,25.2594088578703,30.0,0,974
CAM,ENDANGERING-ABUSE/NEGLECT/SEXU,0.0,2,0,0,0,0.0,0.0,0,30.0,2,60,60,0,42.42640687119285,30.0,0,975
CAM,ENDANGERING-DISTRIBUTION OF CH,776.3333333333334,6,4658,1095,8,500.58032988389255,1095.0,1095,10.0,6,60,60,0,24.49489742783178,0.0,0,976
CAM,ENDANGERING-PERMIT CHILD TO EN,2920.0,1,2920,2920,2920,,2920.0,2920,0.0,1,0,0,0,,0.0,0,977
CAM,ENDANGERING-POSSESS/VIEW CHILD,1095.0,3,3285,1825,0,965.6992285385755,1460.0,0,0.0,3,0,0,0,0.0,0.0,0,978
CAM,ENDANGERING-SEXUAL CONDUCT WIT,842.75,44,37081,2555,0,743.0314126822353,364.5,1825,13.090909090909092,44,576,60,0,23.693604457270528,0.0,0,979
CAM,ESCAPE-FROM DETENTION,276.42857142857144,14,3870,1095,0,290.7138996136432,340.5,364,33.42857142857143,14,468,60,0,26.699796270367326,36.0,60,980
CAM,EXTORT-BI,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,981
CAM,FAIL TO EXTING FIRE-STARTED OR,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,982
CAM,FAILURE TO MAKE LAWFUL DISPOSI,294.0,1,294,294,294,,294.0,294,0.0,1,0,0,0,,0.0,0,983
CAM,FAILURE TO TURN OVER TAXES -VA,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,984
CAM,FALSE IMPRISONMENT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,985
CAM,FALSE PUBLIC ALARM-BOMB THREAT,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,986
CAM,FALSE REPORT INVOLVING BOMB/HO,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,987
CAM,FALSE REPORT TO/W/IN ORG DEAL,364.0,1,364,364,364,,364.0,364,0.0,1,0,0,0,,0.0,0,988
CAM,FALSE REPORTS TO LAW ENFORCMNT,182.5,2,365,365,0,258.0939751330898,182.5,0,30.0,2,60,60,0,42.42640687119285,30.0,0,989
CAM,FALSE REPRT TO LAW ENFOR-FICT,112.91666666666667,12,1355,540,0,207.65419608453655,0.0,0,22.0,12,264,60,0,23.908918077494924,18.0,0,990
CAM,FALSE REPTS TO LAW ENFOR-FALSL,364.0,1,364,364,364,,364.0,364,48.0,1,48,48,48,,48.0,48,991
CAM,FENCING-DEALING IN STOLEN PROP,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,992
CAM,FORGERY-FALSE AUTH OF A WRITIN,40.0,1,40,40,40,,40.0,40,0.0,1,0,0,0,,0.0,0,993
CAM,FORGERY-UTTER FORGED DOCS-GOV,310.46153846153845,26,8072,1460,0,433.28090018086243,113.5,0,25.846153846153847,26,672,60,0,27.50955078905115,18.0,0,994
CAM,FORGERY-UTTER FORGED DOCS-OTHE,305.0,2,610,540,70,332.34018715767735,305.0,70,6.0,2,12,12,0,8.48528137423857,6.0,0,995
CAM,FORGERY-UTTERING FORGED DOCUME,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,996
CAM,FORGRY-ALT/CHNG WRIT W/O AUTH-,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,997
CAM,FORGRY-FALSE AUTH OF WRIT-GOV,293.6666666666667,6,1762,1460,0,580.959780593,16.0,0,12.0,6,72,36,0,18.5903200617956,0.0,0,998
CAM,FRAUDULENT USE OF CREDIT CARD,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,999
CAM,HARASSMENT WHILE IMPRISONED OR,195.88888888888889,9,1763,744,0,249.3939877204563,101.0,0,4.0,9,36,12,0,6.0,0.0,0,1000
CAM,HARASSMENT-ANY OTHER ALARMING,5.0,6,30,30,0,12.24744871391589,0.0,0,4.0,6,24,12,0,6.196773353931867,0.0,0,1001
CAM,HARASSMENT-COMMUNICATION IN MA,27.583333333333332,24,662,308,0,86.87418021717266,0.0,0,3.0,24,72,12,0,5.307910421576297,0.0,0,1002
CAM,HARASSMENT-STRIKING/OFFENSIVE,0.0,7,0,0,0,0.0,0.0,0,6.857142857142857,7,48,36,0,13.60672102833218,0.0,0,1003
CAM,HINDER APPREHENSION OF 2ND DEG,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,1004
CAM,HINDERING-AID-UNDERLYING 2ND D,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,1005
CAM,HINDERING-FALSE INFO-UNDERLY 2,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,1006
CAM,HINDERING-FALSE INFO-UNDERLYIN,195.0,13,2535,762,0,265.5240102137658,30.0,0,23.076923076923077,13,300,60,0,23.218030129124283,24.0,0,1007
CAM,HINDERING-GIVE FALSE INFORMATI,0.0,7,0,0,0,0.0,0.0,0,4.285714285714286,7,30,12,0,5.707138387268051,0.0,0,1008
CAM,HINDERING-HIDE/SUPPRESS INFORM,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,1009
CAM,HINDERING-HINDER OWN APPREHENS,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,1010
CAM,HINDERING-ONESELF-FALS INFO-UN,273.0,5,1365,1095,0,474.1518744031284,0.0,0,31.2,5,156,60,0,30.11976095522672,36.0,0,1011
CAM,HINDERING-ONESELF-FORCE-UNDERL,2.0,1,2,2,2,,2.0,2,0.0,1,0,0,0,,0.0,0,1012
CAM,HINDERING-ONESELF-GIVE FALSE I,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,1013
CAM,HINDERING-ONESELF-HIDE EVID UN,676.4285714285714,7,4735,1825,0,735.298773094506,540.0,0,10.285714285714286,7,72,36,0,14.579829511054943,0.0,0,1014
CAM,HINDERING-ONESELF-HIDE/SUPPR I,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,1015
CAM,HINDERING-ONESELF-OBSTRUCT OWN,90.0,2,180,180,0,127.27922061357856,90.0,0,0.0,2,0,0,0,0.0,0.0,0,1016
