Offense,AverageIncarcerationDays,TotalCasesDays,TotalIncarcerationDays,MaxSentenceDays,MinSentenceDays,StdDevSentence,MedianSentence,ModeSentence,AverageProbationMonth,TotalProbationMonthInstances,TotalProbationMonths,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth
ENDANGER DVLPMTL DISABLD-RECKL,0.0,2,0,0,0,0.0,0.0,0,24.0,2,48,24,24,0.0,24.0,24
ENDANGERING - PHOTOGRAPH/FILM,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0
ENDANGERING AN INJURED VICTIM,303.0,9,2727,1095,0,341.3634426824291,360.0,0,25.77777777777778,9,232,60,0,19.090428084368472,24.0,12
ENDANGERING ANOTHER-KNOWINGLY,1117.0,8,8936,3285,0,1259.111024266157,364.0,364,25.5,8,204,60,0,26.005493925048114,24.0,0
ENDANGERING ANOTHER-KNOWNGLY C,91.25,4,365,365,0,182.5,0.0,0,10.5,4,42,18,0,7.54983443527075,12.0,12
ENDANGERING ANOTHER-RECKLSSLY,0.0,6,0,0,0,0.0,0.0,0,7.0,6,42,12,0,5.89915248150105,9.0,12
ENDANGERING-ABUSE/NEGLECT OF A,385.12307692307695,130,50066,2920,0,634.8739851204389,0.0,0,27.823076923076922,130,3617,60,0,23.789928617745954,24.0,0
ENDANGERING-ABUSE/NEGLECT/SEXU,1277.3333333333333,6,7664,1825,364,553.8796499842422,1277.5,1095,0.0,6,0,0,0,0.0,0.0,0
ENDANGERING-DISTRIBUTE/POSSESS,2676.6666666666665,3,8030,3650,1825,918.5631896246078,2555.0,1825,0.0,3,0,0,0,0.0,0.0,0
ENDANGERING-DISTRIBUTION CHILD,5475.0,1,5475,5475,5475,,5475.0,5475,0.0,1,0,0,0,,0.0,0
ENDANGERING-DISTRIBUTION OF CH,1325.5882352941176,17,22535,2555,270,510.70687028171176,1095.0,1095,3.5294117647058822,17,60,60,0,14.552137502179978,0.0,0
ENDANGERING-PERMIT CHILD TO EN,4745.0,6,28470,8760,2920,2051.8065210930586,4380.0,4380,0.0,6,0,0,0,0.0,0.0,0
ENDANGERING-POSSESS CHILD PORN,5475.0,1,5475,5475,5475,,5475.0,5475,0.0,1,0,0,0,,0.0,0
ENDANGERING-POSSESS/VIEW CHILD,12.0,1,12,12,12,,12.0,12,0.0,1,0,0,0,,0.0,0
ENDANGERING-SEX ACT/ABUSE/NEGL,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36
ENDANGERING-SEXUAL CONDUCT WIT,1159.3529411764705,102,118254,3650,0,859.4572964936735,1095.0,1095,4.470588235294118,102,456,60,0,13.287905527731583,0.0,0
ENDANGERING-STORE/MAINTAIN CHI,2129.1666666666665,6,12775,4015,1095,990.6685453100177,1825.0,1825,0.0,6,0,0,0,0.0,0.0,0
ESCAPE IMPLEMENTS-PROVIDE INMA,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36
ESCAPE-FROM DETENTION,737.0588235294117,17,12530,1460,0,508.85342567730584,1095.0,1095,12.647058823529411,17,215,60,0,23.035139397425482,0.0,0
ESCAPE-FROM DETENTION-USING FO,547.5,2,1095,1095,0,774.2819253992695,547.5,0,7.0,2,14,14,0,9.899494936611665,7.0,0
EXHIBIT FALSE DOCUMENT AS PROO,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0
EXHIBIT FALSE MOTOR VEHICLE IN,91.5,2,183,180,3,125.15790027001891,91.5,3,18.0,2,36,36,0,25.45584412271571,18.0,0
FAIL TO EXTING FIRE-STARTED OR,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
FAIL TO PAY STATE TAX/ETC W/ I,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
FAILURE TO MAKE LAWFUL DISPOSI,381.25,24,9150,1825,0,590.6449128228214,0.0,0,23.5,24,564,60,0,23.59992630791737,24.0,0
FALSE IMPRISONMENT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
FALSE PUBLIC ALARMS,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0
FALSE REPORT INVOLVING BOMB/HO,561.5,2,1123,1095,28,754.4829355260462,561.5,28,30.0,2,60,60,0,42.42640687119285,30.0,0
FALSE REPORTS TO LAW ENFORCMNT,66.25,4,265,265,0,132.5,0.0,0,39.0,4,156,60,0,26.60826939130014,48.0,48
FALSE REPRT TO LAW ENFOR-FICT,36.53846153846154,13,475,444,0,122.70602768718915,0.0,0,15.0,13,195,60,0,17.05872210923198,12.0,0
FALSE REPTS TO LAW ENFOR-FALSL,416.1666666666667,6,2497,1460,0,632.0349410172405,45.0,0,26.0,6,156,60,0,27.799280566230486,18.0,0
FALSE SWEARING - FALSE STATEME,45.0,2,90,90,0,63.63961030678928,45.0,0,18.0,2,36,36,0,25.45584412271571,18.0,0
FENCING-DEALING IN STOLEN PROP,462.9166666666667,12,5555,2190,0,731.5812834145117,45.0,0,16.5,12,198,60,0,20.646373223225606,6.0,0
FENCING-POSSESSION OF ALTERED,1051.6,5,5258,1825,148,595.8798536617932,1095.0,1095,7.2,5,36,36,0,16.099689437998485,0.0,0
FILING FRAUDULENT TAX RETURN,2555.0,1,2555,2555,2555,,2555.0,2555,12.0,1,12,12,12,,12.0,12
FIREARMS-UNLAWFUL SALE OF HAND,254.0,1,254,254,254,,254.0,254,0.0,1,0,0,0,,0.0,0
FORGERY-ALTER/CHNG WRITING W/O,455.0,2,910,545,365,127.27922061357856,455.0,365,0.0,2,0,0,0,0.0,0.0,0
FORGERY-FALSE AUTH OF A WRITIN,1.0,2,2,2,0,1.4142135623730951,1.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12
"FORGERY-MONEY, SECURITIES, CHE",0.0,1,0,0,0,,0.0,0,58.0,1,58,58,58,,58.0,58
FORGERY-MONEY/SECRTIES/CHECK E,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0
FORGERY-POSSESSION OF FORGERY,0.0,2,0,0,0,0.0,0.0,0,36.0,2,72,48,24,16.97056274847714,36.0,24
FORGERY-UTTER FORGED DOCS-GOV,322.1272727272727,55,17717,1825,0,517.7214700383986,0.0,0,16.87272727272727,55,928,60,0,16.757590370242227,12.0,0
FORGERY-UTTER FORGED DOCS-OTHE,90.0,6,540,540,0,220.45407685048602,0.0,0,12.0,6,72,36,0,13.145341380123988,12.0,12
FORGRY-ALT/CHNG WRIT W/O AUTH-,54.5,10,545,365,0,122.89222920917335,0.0,0,24.7,10,247,60,0,17.876427681913036,24.0,36
FORGRY-FALSE AUTH OF WRIT-GOV,250.21428571428572,28,7006,1460,0,453.5688405542131,30.0,0,23.892857142857142,28,669,60,0,20.173945951104738,24.0,0
FRESHWATER WETLANDS PROTECTION,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
HARASSMENT,100.0,1,100,100,100,,100.0,100,0.0,1,0,0,0,,0.0,0
HARASSMENT WHILE IMPRISONED OR,278.2,25,6955,540,0,210.49485346044293,364.0,0,11.52,25,288,60,0,20.04395170618808,0.0,0
"HARASSMENT WHILE IN PRISON, ON",364.0,2,728,364,364,0.0,364.0,364,60.0,2,120,60,60,0.0,60.0,60
HARASSMENT-ANY OTHER ALARMING,3.1538461538461537,13,41,38,0,10.502746893441369,0.0,0,2.769230769230769,13,36,24,0,7.189736274183336,0.0,0
HARASSMENT-COMMUNICATION IN MA,14.61,100,1461,526,0,68.26994768985661,0.0,0,4.68,100,468,60,0,9.670197892118198,0.0,0
HARASSMENT-STRIKING/OFFENSIVE,1.6666666666666667,18,30,30,0,7.0710678118654755,0.0,0,6.666666666666667,18,120,24,0,8.45750623793479,0.0,0
HEALTH CARE FRAUD-INTENTIONAL,365.0,5,1825,1825,0,816.1648117874232,0.0,0,14.4,5,72,24,0,10.039920318408907,12.0,12
HINDER APPREHENSION OF 2ND DEG,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
HINDERING-AID-UNDERLYING 2ND D,0.0,3,0,0,0,0.0,0.0,0,28.0,3,84,36,24,6.928203230275509,24.0,24
HINDERING-AID-UNDERLYING 3RD D,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
HINDERING-FALSE INFO-UNDERLY 2,605.75,4,2423,1825,0,826.668968410774,299.0,0,3.0,4,12,12,0,6.0,0.0,0
HINDERING-FALSE INFO-UNDERLY 3,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,12,12,0.0,12.0,12
HINDERING-FALSE INFO-UNDERLYIN,128.23333333333332,30,3847,609,0,164.22979765189268,46.0,0,22.933333333333334,30,688,60,0,26.196779656435172,12.0,0
HINDERING-GIVE FALSE INFORMATI,1.3333333333333333,18,24,24,0,5.656854249492381,0.0,0,7.666666666666667,18,138,60,0,14.229216009158556,0.0,0
HINDERING-HARBOR ANOTHER UNDER,275.5,2,551,540,11,374.05948724768365,275.5,11,6.0,2,12,12,0,8.48528137423857,6.0,0
HINDERING-HARBOR ANOTHER-UNDER,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
HINDERING-HIDE EVID-UNDERLYING,269.2,5,1346,1095,0,465.897735560069,120.0,0,33.6,5,168,60,0,31.06122985330748,48.0,0
HINDERING-HIDE/SUPPRESS INFORM,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0
HINDERING-ONESELF-FALS INFO-UN,273.3333333333333,6,1640,1460,0,585.7872196170438,0.0,0,38.0,6,228,60,0,26.743223440714846,48.0,60
HINDERING-ONESELF-FORCE-UNDERL,90.66666666666667,3,272,270,0,155.3104418039345,2.0,0,0.0,3,0,0,0,0.0,0.0,0
HINDERING-ONESELF-HIDE EVID UN,240.72222222222223,18,4333,1275,0,339.42664555455616,99.5,0,23.333333333333332,18,420,60,0,20.77328601268239,24.0,0
HINDERING-ONESELF-HIDE/SUPPRES,1.1428571428571428,7,8,8,0,3.023715784073818,0.0,0,0.0,7,0,0,0,0.0,0.0,0
HINDERING-ONESELF-HINDER OWN A,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
HINDERING-ONESELF-OBSTRUCT OWN,36.0,5,180,180,0,80.49844718999243,0.0,0,4.8,5,24,12,0,6.572670690061994,0.0,0
HINDERING-ONESELF-UNDERLYING 3,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
HINDERING-PROVIDE AID TO ANOTH,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0
HUMAN TRAFFICKING-HOLD V FOR S,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0
IDENTITY CRIME-FALSE STATMNT O,325.0,1,325,325,325,,325.0,325,36.0,1,36,36,36,,36.0,36
IDENTITY CRIME-IMPERSONATION,270.0,1,270,270,270,,270.0,270,0.0,1,0,0,0,,0.0,0
IDENTITY CRIME-IMPERSONATN-VAL,264.8333333333333,18,4767,1825,0,527.0217374688694,9.5,0,15.0,18,270,60,0,20.605538946946222,0.0,0
IDENTITY CRIME-PRETND TO BE RE,0.0,4,0,0,0,0.0,0.0,0,25.5,4,102,48,12,17.233687939614086,21.0,12
IDENTITY CRIME-REP SELF AS ANO,259.85714285714283,7,1819,1095,0,405.8819321639519,0.0,0,23.142857142857142,7,162,48,0,18.470052981593128,24.0,0
IMPERSONATE A LAW ENFORCEMENT,66.5,4,266,176,0,84.43340571124678,45.0,0,28.5,4,114,60,12,21.563858652847824,21.0,12
IMPERSONATE A PUBLIC SERVANT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
INCONVENIENT ANNOYANCE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
INITI/CIRCU/CAUSE REPORT/WARN,0.0,1,0,0,0,,0.0,0,18.0,1,18,18,18,,18.0,18
INSURANCE FRAUD-FALSE CLAIM ET,15.0,12,180,180,0,51.96152422706631,0.0,0,24.583333333333332,12,295,36,7,10.219930024074024,24.0,24
INSURANCE FRAUD-KNOWING COMMIT,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
INTERFER W/ TRANSPORTATION-CAS,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
INTERFER W/CUSTODY-TAKE CHILD,39.0,2,78,78,0,55.154328932550705,39.0,0,21.0,2,42,24,18,4.242640687119285,21.0,18
INTERFER W/CUSTODY-TAKE/CONCEA,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0
INTERFER W/TRANSP-THROW AT VEH,42.0,1,42,42,42,,42.0,42,0.0,1,0,0,0,,0.0,0
INTFERE W/TRANS-DISRUPT VHCLE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
INTFERE W/TRANS-DISRUPT VHCLE-,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
INVAS OF PRIVACY-REC COVERED I,10.0,6,60,60,0,24.49489742783178,0.0,0,30.0,6,180,48,24,10.039920318408907,24.0,24
INVASION OF PRIVACY-DISCLOSE S,374.8333333333333,6,2249,1825,0,724.3922740246935,30.0,0,26.0,6,156,48,0,17.663521732655695,30.0,36
INVASION OF PRIVACY-RECORD SEX,568.5,10,5685,1825,0,738.6131523936525,227.0,0,22.8,10,228,60,0,21.50348808914498,30.0,0
KIDNAPPING-BODILY INJURY OR TE,5840.0,1,5840,5840,5840,,5840.0,5840,0.0,1,0,0,0,,0.0,0
KIDNAPPING-BODILY INJURY/TERRO,1277.5,2,2555,1460,1095,258.0939751330898,1277.5,1095,0.0,2,0,0,0,0.0,0.0,0
KIDNAPPING-FACILITATE CRIME/FL,171124.0,2,342248,327648,14600,221358.36363688632,171124.0,14600,0.0,2,0,0,0,0.0,0.0,0
KIDNAPPING-RANSOM/SHIELD/HOSTA,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0
KNOW POSS/VIEW/CTRL 1K<100K CH,1168.0,15,17520,2555,0,501.22279049768446,1095.0,1095,2.4,15,36,36,0,9.2951600308978,0.0,0
KNOW POSS/VIEW/CTRL <1K ITEMS,515.0769230769231,65,33480,2555,0,731.4953713902668,1.0,0,21.138461538461538,65,1374,60,0,23.790673673651067,12.0,0
KNOWING LEAVING SCENE OF MV AC,1556.2941176470588,17,26457,4745,0,1321.0040104360908,1095.0,1095,8.823529411764707,17,150,60,0,18.01469987995098,0.0,0
KNOWINGLY EXHIBITING A FALSE G,250.1818181818182,22,5504,1460,0,468.9550325039944,0.0,0,15.727272727272727,22,346,60,0,18.80522171197042,12.0,0
KNOWINGLY LEAVE SCENE OF ACCID,350.53846153846155,13,4557,1825,0,539.6473563641068,180.0,0,25.46153846153846,13,331,60,0,19.590028860857526,24.0,0
LEAD NARCOTICS NETWORK 1ST DG,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
LEADER OF NARCOTICS TRAFFICKIN,7300.0,1,7300,7300,7300,,7300.0,7300,0.0,1,0,0,0,,0.0,0
LEWDNESS - OBSERVED BY CHILD <,240.14285714285714,7,1681,897,0,343.9536928965044,0.0,0,10.285714285714286,7,72,24,0,10.796824930109247,12.0,0
LEWDNESS - OBSERVED BY OTHERS,25.0,11,275,180,0,58.77924803874238,0.0,0,12.0,11,132,36,0,14.198591479439079,12.0,0
LURE/ENTICE CHILD BY VARIOUS M,1419.3333333333333,9,12774,1825,364,498.2070352775039,1460.0,1825,0.0,9,0,0,0,0.0,0.0,0
LURING/ENTICING A CHILD,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0
LURING/ENTICING AN ADULT,0.0,1,0,0,0,,0.0,0,7.0,1,7,7,7,,7.0,7
MAINTAIN A NUISANCE CREATE/MAI,0.0,3,0,0,0,0.0,0.0,0,0.0,3,0,0,0,0.0,0.0,0
MAINTAIN NUISANCE-MAINT PLACE,60.0,3,180,180,0,103.92304845413264,0.0,0,4.0,3,12,12,0,6.928203230275509,0.0,0
MAINTAINING/OPERATING CDS PROD,3125.2083333333335,24,75005,3650,0,859.9070717824393,3650.0,3650,2.5,24,60,60,0,12.24744871391589,0.0,0
MAKE FICTITIOUS REPORTS,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36
MANSLAUGHTER - COMMITTED RECKL,2490.5882352941176,17,42340,5475,1095,1134.1115497837684,2555.0,2555,0.0,17,0,0,0,0.0,0.0,0
MANSLAUGHTER-PASSION/PROVOCATI,7300.0,1,7300,7300,7300,,7300.0,7300,0.0,1,0,0,0,,0.0,0
"MANU/DIST/DISP - CDS - B(3), (",730.0,2,1460,1460,0,1032.3759005323593,730.0,0,30.0,2,60,60,0,42.42640687119285,30.0,0
MANU/DIST/DISP - MARIJUANA LES,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
"MANU/DIST/DISP-CDS-HEROIN,METH",319.3529411764706,17,5429,1825,0,631.0112856732903,0.0,0,39.588235294117645,17,673,60,0,26.690491807780095,60.0,60
MANU/DIST/PWI SYNTHETIC CANNAB,591.25,4,2365,1825,0,860.9914343360217,270.0,0,12.0,4,48,36,0,16.97056274847714,6.0,0
MANUF/DISTR CDS OR INTENT TO M,649.5640732265447,874,567719,9125,0,966.7496722935105,30.0,0,23.908466819221967,874,20896,60,0,24.989452009518168,18.0,0
MANUF/DISTR CDS-HEROIN/METH/LS,121.33333333333333,6,728,364,0,187.9687917359333,0.0,0,40.0,6,240,60,24,16.39512122553536,36.0,24
MANUFACTURE/PACKAGE IMITATION,912.5,2,1825,1825,0,1290.4698756654493,912.5,0,6.0,2,12,12,0,8.48528137423857,6.0,0
MED ASSIST PROG - OBTAIN IMPRO,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,12,12,0.0,12.0,12
METHAMPHETAMINE >= 1/2 OZ,180.0,1,180,180,180,,180.0,180,24.0,1,24,24,24,,24.0,24
MFD/D/D HEROIN/COKE >=5OZ 1ST,775.625,8,6205,2555,0,1093.9131510969494,0.0,0,22.5,8,180,60,0,26.005493925048114,12.0,0
MFG/D/D HER/COKE>=.5OZ<5OZ 2ND,0.0,5,0,0,0,0.0,0.0,0,36.0,5,180,60,0,32.863353450309965,60.0,60
MFG/D/D OTHER I OR II<1OZ 3RD,2920.0,1,2920,2920,2920,,2920.0,2920,0.0,1,0,0,0,,0.0,0
MFG/DIST/DISP METH>=1OZ.2ND DG,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
MISAPPLICATION OF ENTRUSTED PR,364.0,1,364,364,364,,364.0,364,60.0,1,60,60,60,,60.0,60
MONEY LAUNDERING-ENG TRANS W/I,365.0,3,1095,1095,0,632.1985447626403,0.0,0,8.0,3,24,12,0,6.928203230275509,12.0,12
MONEY LAUNDERING-STRUCTURE TRA,0.0,3,0,0,0,0.0,0.0,0,20.0,3,60,36,12,13.856406460551018,12.0,12
MONEY LAUNDERING-TRANSP/POSSES,330.3181818181818,22,7267,2555,0,655.9439861657495,0.0,0,20.636363636363637,22,454,60,0,16.62054223671491,23.5,0
MUNICIPAL ORDINANCE,0.0,3,0,0,0,0.0,0.0,0,0.0,3,0,0,0,0.0,0.0,0
MURDER - DURING COMMISSION OF,10658.0,5,53290,16790,1825,5483.510052876716,10950.0,10950,0.0,5,0,0,0,0.0,0.0,0
MURDER - KNOWINGLY,18371.666666666668,3,55115,25915,14600,6532.718295880616,14600.0,14600,0.0,3,0,0,0,0.0,0.0,0
MURDER - PURPOSELY,63452.31578947369,19,1205594,327648,1825,117947.59414439234,17520.0,3650,0.0,19,0,0,0,0.0,0.0,0
MURDER-PURPOSE/KNOWINGLY,21656.666666666668,3,64970,28835,17885,6219.297253977602,18250.0,17885,0.0,3,0,0,0,0.0,0.0,0
OBSCENITY-SELL/DISTR/EXHIBIT T,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
OBSTRUCT ADMIN OF LAW-OBSTRUCT,868.6517241379311,290,251909,218270,0,12812.842278702532,0.0,0,7.886206896551724,290,2287,60,0,12.899564761251057,0.0,0
OBSTRUCT ADMINISTRATION OF LAW,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
OBSTRUCTING HIGHWAYS AND OTHER,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
OBSTRUCTING THE ADMINISTRATION,18.0,10,180,180,0,56.92099788303083,0.0,0,4.8,10,48,12,0,6.196773353931867,0.0,0
OBTAIN/DISCLOSE PERSONAL INFOR,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
OBTAIN/POSSESS A SYNTHETIC CAN,540.0,2,1080,540,540,0.0,540.0,540,0.0,2,0,0,0,0.0,0.0,0
OBTAINING CDS/ANALOG BY FRAUD/,192.85714285714286,14,2700,1095,0,389.6384630245478,0.0,0,18.642857142857142,14,261,60,0,16.634566156314122,13.0,0
OFFENSIVE LANGUAGE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
OFFERING A FALSE INSTRUMENT FO,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
OFFICIAL MISCONDUCT-OFFICIAL F,0.0,1,0,0,0,,0.0,0,48.0,1,48,48,48,,48.0,48
OPER MV W/O CONSENT CREATES RI,0.0,1,0,0,0,,0.0,0,18.0,1,18,18,18,,18.0,18
OPERATE MV DURING LICENSE SUSP,201.86507936507937,126,25435,390,0,97.94466627026533,180.0,180,9.142857142857142,126,1152,60,0,14.919900420962218,0.0,0
PAROLE SUPERVISION FOR LIFE -,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
PATTERN OF OFFICIAL MISCONDUCT,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0
PERJURY,1277.5,2,2555,1460,1095,258.0939751330898,1277.5,1095,0.0,2,0,0,0,0.0,0.0,0
PIRACY-101+ SOUND REC/8+ AUD V,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
POSS >1 OZ OBTAIN POSSESS SYNT,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
"POSS CDS - < 50G MARIJUANA, 5G",0.0,2,0,0,0,0.0,0.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0
"POSS CDS - <= 50G MARIJUANA, 5",0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
"POSS CDS - > 50G MARIJUANA, 5G",202.5,4,810,540,0,258.5053190942113,135.0,0,3.0,4,12,12,0,6.0,0.0,0
"POSS CDS >50 G MARIJUANA, 5 GR",315.0,4,1260,540,0,270.0,360.0,540,0.0,4,0,0,0,0.0,0.0,0
"POSS CDS >6 OZ MARIJUANA, >17",60.666666666666664,6,364,364,0,148.60237772884614,0.0,0,16.0,6,96,36,0,16.39512122553536,12.0,0
POSS CDS-FAILS TO GIVE CDS TO,12.461904761904762,210,2617,486,0,55.389883658169275,0.0,0,4.6571428571428575,210,978,60,0,9.116291291818907,0.0,0
POSS CDS/ANALOG - SCHD I II II,280.7517879680269,2377,667347,3650,0,496.14510508608726,0.0,0,23.941102229701304,2377,56908,72,0,23.26190143157233,18.0,0
POSS CDS/ANALOG - SCHD V,6.0,3,18,18,0,10.392304845413264,0.0,0,10.0,3,30,18,0,9.16515138991168,12.0,0
POSS DEVICE TO DEFRAUD ADMINIS,208.9,10,2089,639,0,247.96480485029412,90.0,0,19.8,10,198,60,0,28.291341431611194,0.0,0
POSS MJ>50G HASH>5G 4TH DEGREE,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36
POSS OF GAMMA HYDROXYBUTYRATE,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
POSS OF PRESCRIPT DRUGS IN ORI,0.0,4,0,0,0,0.0,0.0,0,18.0,4,72,36,0,20.784609690826528,18.0,0
POSS OF WEAPON FOR UNLAWFUL PU,852.9531914893618,235,200444,5475,0,1003.7256718323617,364.0,0,16.11063829787234,235,3786,60,0,20.705621207557016,0.0,0
POSS SCHD I II III IV,180.0,3,540,540,0,311.7691453623979,0.0,0,20.0,3,60,60,0,34.64101615137755,0.0,0
POSS/DIST - IMITATION CDS - IM,547.5,2,1095,1095,0,774.2819253992695,547.5,0,12.0,2,24,24,0,16.97056274847714,12.0,0
POSS/DIST WITHIN 500 FT CERTAI,989.4117647058823,34,33640,2920,0,1074.8726243817339,562.5,0,21.91176470588235,34,745,60,0,28.256796068630486,0.0,0
POSS/DIST/PWID - IMITATION CDS,393.4,5,1967,1825,0,802.6473696462227,0.0,0,16.8,5,84,36,0,16.099689437998485,24.0,0
POSS/OBTAIN BATH SALTS LESS TH,0.0,2,0,0,0,0.0,0.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0
POSS/OBTAIN SYNTHETIC CANNABIN,228.0,14,3192,1095,0,325.236955039056,1.0,0,15.428571428571429,14,216,60,0,23.82214317592994,0.0,0
POSS/SELL HYPODERMIC SYRINGE F,5.0,4,20,7,0,3.366501646120693,6.5,7,0.0,4,0,0,0,0.0,0.0,0
POSSESS FALSE DOCUMENT AS PROO,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
POSSESS GAMBLING DEVICE,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
POSSESS MV PARTS W/ALTERED ID/,180.0,2,360,180,180,0.0,180.0,180,60.0,2,120,60,60,0.0,60.0,60
POSSESSING A FALSE MOTOR VEHIC,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,12,12,0.0,12.0,12
POSSESSION OF A FALSE GOVERNME,113.0,11,1243,540,0,166.6391310587042,71.0,0,8.727272727272727,11,96,60,0,17.87227410874682,0.0,0
POSSESSION OF A WEAPON UNLAWFU,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0
POSSESSION OF FIREARM WHILE CO,1805.2432432432433,37,66794,4745,0,797.6210951394226,1825.0,1825,1.945945945945946,37,72,36,0,8.25276366486452,0.0,0
POSSESSION OF FRAUDULENT RECEI,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
POSSESSION OF UP TO 1 OZ PSILO,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
POSSESSION W/I DIST STEROIDS,45.0,2,90,90,0,63.63961030678928,45.0,0,60.0,2,120,60,60,0.0,60.0,60
POST INFO RELATIVE TO LEOS ON,0.0,3,0,0,0,0.0,0.0,0,28.0,3,84,48,12,18.33030277982336,24.0,12
PRESC/LEGEND DRUG-OBTAIN SCRIP,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
PRESC/LEGEND DRUGS - USE WITHO,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0
PRESC/LEGEND DRUGS-DISTR/POSS,121.66666666666667,3,365,365,0,210.7328482542134,0.0,0,12.0,3,36,24,0,12.0,12.0,0
PRESC/LEGEND DRUGS-DISTRIBUTE,973.3333333333334,12,11680,2920,0,976.0945681954214,1095.0,0,7.0,12,84,60,0,17.320508075688775,0.0,0
PRESC/LEGEND DRUGS-POSS WITHOU,200.8181818181818,11,2209,540,0,230.93584311744166,45.0,0,4.909090909090909,11,54,18,0,7.006490497453706,0.0,0
PRIOR NERA (NO EARLY RELEASE A,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0
PROHIBITED WEAPONS AND DEVICES,204.75510204081633,49,10033,1460,0,275.43545301124584,2.0,0,18.0,49,882,60,0,17.958284996067967,12.0,0
