Judge,Offense,AverageIncarcerationYear,TotalCasesYear,TotalIncarcerationYears,MaxSentenceYear,MinSentenceYear,StdDevSentenceYear,MedianSentenceYear,ModeSentenceYear,AverageProbationMonth,TotalProbationMonthInstances,TotalIncarcerationMonth,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth,ID
CHRISTINE SMITH,CONTEMPT - VIOLATE DV ORDER BY,257.0,1,257,257,257,,257.0,257,36.0,1,36,36,36,,36.0,36,787
CHRISTINE SMITH,CONTEMPT-VIOLATE JUDICIAL/REST,65.5,2,131,90,41,34.64823227814083,65.5,41,0.0,2,0,0,0,0.0,0.0,0,788
CHRISTINE SMITH,CREDIT CARD THEFT - FRAUDULENT,547.5,2,1095,1095,0,774.2819253992695,547.5,0,18.0,2,36,36,0,25.45584412271571,18.0,0,789
CHRISTINE SMITH,CRIMINAL ATTEMPT,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,790
CHRISTINE SMITH,CRIMINAL ATTEMPT - PURPOSELY E,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,791
CHRISTINE SMITH,CRIMINAL MISCHIEF-DAMAGE PROPE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,792
CHRISTINE SMITH,CRIMINAL TRESPASS-RESEARCH FAC,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,36,0,25.45584412271571,18.0,0,793
CHRISTINE SMITH,CRUELTY & NEGLECT OF CHILDREN,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,794
CHRISTINE SMITH,DISORDERLY CONDUCT-OFFENSIVE L,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,795
CHRISTINE SMITH,ENDANGERING-ABUSE/NEGLECT OF A,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,796
CHRISTINE SMITH,ENDANGERING-SEXUAL CONDUCT WIT,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,797
CHRISTINE SMITH,OPERATE MV DURING LICENSE SUSP,180.0,1,180,180,180,,180.0,180,12.0,1,12,12,12,,12.0,12,798
CHRISTINE SMITH,POSS CDS-FAILS TO GIVE CDS TO,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,799
CHRISTINE SMITH,POSS CDS/ANALOG - SCHD I II II,755.952380952381,21,15875,1460,0,668.8789484047525,1095.0,0,13.142857142857142,21,276,48,0,18.161183095508164,0.0,0,800
CHRISTINE SMITH,POSS OF WEAPON FOR UNLAWFUL PU,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,801
CHRISTINE SMITH,PROHIBITED WEAPONS AND DEVICES,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,802
CHRISTINE SMITH,RECEIVNG STOLEN PROP-KNOW PROP,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,803
CHRISTINE SMITH,RESIST ARR/ELUD-AFTER INSTRUCT,730.0,2,1460,1460,0,1032.3759005323593,730.0,0,24.0,2,48,48,0,33.94112549695428,24.0,0,804
CHRISTINE SMITH,RESIST ARR/ELUD-USE/THREATEN F,90.0,3,270,270,0,155.88457268119896,0.0,0,32.0,3,96,48,12,18.33030277982336,36.0,12,805
CHRISTINE SMITH,SEX ASSLT-ACT,365.0,1,365,365,365,,365.0,365,0.0,1,0,0,0,,0.0,0,806
CHRISTINE SMITH,SHOPLIFTING-TAKE MERCH W/OUT P,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,807
CHRISTINE SMITH,SHOPLIFTING-TRANSFER OF CONTAI,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,808
CHRISTINE SMITH,SIMPLE ASSAULT-PURPOSELY/KNOWI,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,12,12,0.0,12.0,12,809
CHRISTINE SMITH,THEFT BY DECEPTION-VALUE LESS,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,810
CHRISTINE SMITH,THEFT BY UNLAWFL TAKNG-MOVABLE,0.0,2,0,0,0,0.0,0.0,0,42.0,2,84,48,36,8.48528137423857,42.0,36,811
CHRISTINE SMITH,THEFT BY UNLAWFL TAKNG-VALUE $,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,812
CHRISTINE SMITH,THROWING BODILY FLUID AT LAW E,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,813
CHRISTINE SMITH,UNLAWFUL POSS WEAP - OTHER WEA,365.0,2,730,365,365,0.0,365.0,365,0.0,2,0,0,0,0.0,0.0,0,814
CHRISTINE SMITH,UNLAWFUL POSS WEAPON-HANDGUNS,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,815
CHRISTINE SMITH,USE/POSS W/INTENT TO USE DRUG,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,816
CHRISTINE SMITH,USE/POSS W/INTEUSE/POSS W/INT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,817
CHRISTOPH J GARRENGER,AGG ASSAULT - ON DOMESTIC VIOL,0.0,2,0,0,0,0.0,0.0,0,36.0,2,72,36,36,0.0,36.0,36,818
CHRISTOPH J GARRENGER,AGG ASSAULT - STRANGLE DOMESTI,0.0,2,0,0,0,0.0,0.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0,819
CHRISTOPH J GARRENGER,AGG ASSAULT-ASSAULT ON CORREC/,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,820
CHRISTOPH J GARRENGER,AGG ASSAULT-ATTEMPT/CAUSE BI W,364.0,1,364,364,364,,364.0,364,24.0,1,24,24,24,,24.0,24,821
CHRISTOPH J GARRENGER,AGG ASSAULT-ATTEMPT/CAUSE SBI,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,822
CHRISTOPH J GARRENGER,AGG ASSAULT-ATTEMPT/CAUSE SIGN,0.0,2,0,0,0,0.0,0.0,0,42.0,2,84,48,36,8.48528137423857,42.0,36,823
CHRISTOPH J GARRENGER,AGG ASSAULT-ON LAW ENFORCEMENT,91.5,2,183,183,0,129.4005409571382,91.5,0,24.0,2,48,24,24,0.0,24.0,24,824
CHRISTOPH J GARRENGER,AGGRAVATED MANSLAUGHTER-EXTREM,5475.0,1,5475,5475,5475,,5475.0,5475,0.0,1,0,0,0,,0.0,0,825
CHRISTOPH J GARRENGER,AGGRAVATED SEXUAL ASSAULT - VI,5475.0,1,5475,5475,5475,,5475.0,5475,0.0,1,0,0,0,,0.0,0,826
CHRISTOPH J GARRENGER,ARSON-RECKLESS DANGER TO BLDG/,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,827
CHRISTOPH J GARRENGER,ASSAULT BY AUTO/VESSEL SBI VIO,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,828
CHRISTOPH J GARRENGER,ASSAULT BY AUTO/VESSEL-BI WHIL,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,829
CHRISTOPH J GARRENGER,BURGLARY-ENTERING STRUCTURE ET,44.833333333333336,6,269,180,0,75.1808929626848,0.0,0,16.0,6,96,48,0,19.595917942265423,12.0,0,830
CHRISTOPH J GARRENGER,CONSPIRACY - AGREE/AID IN COND,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,831
CHRISTOPH J GARRENGER,CONSPIRACY - AGREE/ENGAGE IN C,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,832
CHRISTOPH J GARRENGER,CONTEMPT - VIOLATE DV ORDER BY,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,833
CHRISTOPH J GARRENGER,CREDIT CARD CRIME-CRED CARD TH,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,834
CHRISTOPH J GARRENGER,CRIMINAL MISCHIEF-DAMAGE PROPE,0.0,3,0,0,0,0.0,0.0,0,16.0,3,48,24,12,6.928203230275509,12.0,12,835
CHRISTOPH J GARRENGER,CRIMINAL TRESPASS-RESEARCH FAC,182.0,1,182,182,182,,182.0,182,24.0,1,24,24,24,,24.0,24,836
CHRISTOPH J GARRENGER,CRIMINAL TRESPASS-STRUCT OTHER,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,12,12,0.0,12.0,12,837
CHRISTOPH J GARRENGER,DISORDERLY CONDUCT BY IMPROPER,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,838
CHRISTOPH J GARRENGER,DISORDERLY CONDUCT-IMPROP BEHA,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,839
CHRISTOPH J GARRENGER,ELUDING LEO-FAIL TO STOP,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,840
CHRISTOPH J GARRENGER,FORGERY-UTTER FORGED DOCS-GOV,0.0,2,0,0,0,0.0,0.0,0,15.0,2,30,24,6,12.727922061357855,15.0,6,841
CHRISTOPH J GARRENGER,HARASSMENT WHILE IMPRISONED OR,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,842
CHRISTOPH J GARRENGER,HARASSMENT-COMMUNICATION IN MA,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,843
CHRISTOPH J GARRENGER,HINDERING-GIVE FALSE INFORMATI,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,844
CHRISTOPH J GARRENGER,HINDERING-ONESELF-HIDE EVID UN,0.0,1,0,0,0,,0.0,0,48.0,1,48,48,48,,48.0,48,845
CHRISTOPH J GARRENGER,HUMAN TRAFFICKING-HOLD V FOR S,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,846
CHRISTOPH J GARRENGER,KNOW POSS/VIEW/CTRL <1K ITEMS,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,847
CHRISTOPH J GARRENGER,MANSLAUGHTER - COMMITTED RECKL,4015.0,1,4015,4015,4015,,4015.0,4015,0.0,1,0,0,0,,0.0,0,848
CHRISTOPH J GARRENGER,MANUF/DISTR CDS OR INTENT TO M,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,849
CHRISTOPH J GARRENGER,MURDER - PURPOSELY,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,850
CHRISTOPH J GARRENGER,OBSTRUCT ADMIN OF LAW-OBSTRUCT,49.09090909090909,11,540,540,0,162.81612607199236,0.0,0,12.0,11,132,24,0,10.73312629199899,12.0,0,851
CHRISTOPH J GARRENGER,OPERATE MV DURING LICENSE SUSP,144.0,5,720,180,0,80.49844718999243,180.0,180,7.2,5,36,24,0,10.73312629199899,0.0,0,852
CHRISTOPH J GARRENGER,POSS CDS-FAILS TO GIVE CDS TO,0.0,4,0,0,0,0.0,0.0,0,6.0,4,24,12,0,6.928203230275509,6.0,0,853
CHRISTOPH J GARRENGER,POSS CDS/ANALOG - SCHD I II II,241.16666666666666,12,2894,1095,0,414.59154780958994,0.0,0,27.0,12,324,60,0,17.817254150248445,24.0,24,854
CHRISTOPH J GARRENGER,POSS OF WEAPON FOR UNLAWFUL PU,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,855
CHRISTOPH J GARRENGER,POSSESSION OF A FALSE GOVERNME,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,856
CHRISTOPH J GARRENGER,RECEIVNG STOLEN PROP-KNOW PROP,242.0,2,484,302,182,84.8528137423857,242.0,182,12.0,2,24,24,0,16.97056274847714,12.0,0,857
CHRISTOPH J GARRENGER,REG OF SEX OFF-NOTICE OF CHANG,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,858
CHRISTOPH J GARRENGER,REGISTRATION OF SEX OFFENDERS-,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,859
CHRISTOPH J GARRENGER,RESIST ARR/ELUD-AFTER INSTRUCT,365.0,3,1095,1095,0,632.1985447626403,0.0,0,20.0,3,60,36,0,18.33030277982336,24.0,0,860
CHRISTOPH J GARRENGER,RESIST ARR/ELUD-CAUSE RISK OF,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,861
CHRISTOPH J GARRENGER,RESIST ARR/ELUD-MV OP- RISK OF,819.6666666666666,3,2459,1825,270,871.9118839271165,364.0,270,20.0,3,60,36,0,18.33030277982336,24.0,0,862
CHRISTOPH J GARRENGER,RESIST ARR/ELUD-PREVENTS OFFIC,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,12,12,0.0,12.0,12,863
CHRISTOPH J GARRENGER,RESIST ARR/ELUD-USE/THREATEN F,244.0,2,488,276,212,45.254833995939045,244.0,212,36.0,2,72,36,36,0.0,36.0,36,864
CHRISTOPH J GARRENGER,ROBBERY-THREAT OR FEAR OF BI,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,865
CHRISTOPH J GARRENGER,ROBBERY-THREAT OR FEAR OF BI -,2920.0,2,5840,3650,2190,1032.3759005323593,2920.0,2190,0.0,2,0,0,0,0.0,0.0,0,866
CHRISTOPH J GARRENGER,SHOPLIFTING-CONCEAL MERCHANDIS,91.25,4,365,365,0,182.5,0.0,0,21.0,4,84,36,0,15.0996688705415,24.0,24,867
CHRISTOPH J GARRENGER,SHOPLIFTING-RETAIL VALUE BETWE,527.0,1,527,527,527,,527.0,527,0.0,1,0,0,0,,0.0,0,868
CHRISTOPH J GARRENGER,SHOPLIFTING-TAKE MERCH W/O PAY,202.1818181818182,11,2224,1095,0,333.29110944692724,90.0,0,21.818181818181817,11,240,36,0,15.93623658093831,24.0,36,869
CHRISTOPH J GARRENGER,SHOPLIFTING-TAKE MERCH W/OUT P,243.2,5,1216,527,0,267.381188567932,162.0,0,12.0,5,60,48,0,20.784609690826528,0.0,0,870
CHRISTOPH J GARRENGER,SIMPLE ASSAULT-PURPOSELY/KNOWI,0.0,3,0,0,0,0.0,0.0,0,8.0,3,24,12,0,6.928203230275509,12.0,12,871
CHRISTOPH J GARRENGER,SPECIAL SENTENCE PSL/CSL - VIO,182.5,4,730,365,0,210.73284825421342,182.5,0,6.0,4,24,24,0,12.0,0.0,0,872
CHRISTOPH J GARRENGER,TERRORISTIC THREATS-THREAT TO,228.5,6,1371,1095,0,438.6177151005189,0.0,0,24.0,6,144,36,0,15.17893276880822,30.0,36,873
CHRISTOPH J GARRENGER,TERRORISTIC THREATS-THREATEN I,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,874
CHRISTOPH J GARRENGER,THEFT BY DECEPTION-FALSE IMPR-,364.0,2,728,364,364,0.0,364.0,364,0.0,2,0,0,0,0.0,0.0,0,875
CHRISTOPH J GARRENGER,THEFT BY DECEPTION-VALUE $500-,730.0,2,1460,1460,0,1032.3759005323593,730.0,0,18.0,2,36,36,0,25.45584412271571,18.0,0,876
CHRISTOPH J GARRENGER,THEFT BY UNLAWFL TAKNG-MOVABLE,0.0,3,0,0,0,0.0,0.0,0,20.0,3,60,36,0,18.33030277982336,24.0,0,877
CHRISTOPH J GARRENGER,THEFT BY UNLAWFUL TAKNG-MOVABL,0.0,3,0,0,0,0.0,0.0,0,16.0,3,48,24,12,6.928203230275509,12.0,12,878
CHRISTOPH J GARRENGER,UNLAWFUL POSS WEAPON - HANDGUN,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,879
CHRISTOPH J GARRENGER,UNLAWFUL POSS WEAPON-HANDGUNS,1825.0,2,3650,1825,1825,0.0,1825.0,1825,0.0,2,0,0,0,0.0,0.0,0,880
CHRISTOPH J GARRENGER,UNLAWFUL POSSESSION OF WEAPONS,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,881
CHRISTOPH J GARRENGER,VIOLATION OF FIREARMS REGULATI,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,882
CHRISTOPH J GARRENGER,WANDERING/PROWLING TO OBTAIN/S,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,883
CHRISTOPH J GARRENGER,WITNESS TAMPERING-BRIBERY OF W,463.0,1,463,463,463,,463.0,463,48.0,1,48,48,48,,48.0,48,884
CHRISTOPH R KAZLAU,ACCOMPLICE LIABILITY-OWN CONDU,1277.5,2,2555,1460,1095,258.0939751330898,1277.5,1095,0.0,2,0,0,0,0.0,0.0,0,885
CHRISTOPH R KAZLAU,AGG ARSON-PURP DESTROY STRUCTU,2190.0,1,2190,2190,2190,,2190.0,2190,0.0,1,0,0,0,,0.0,0,886
CHRISTOPH R KAZLAU,AGG ASSAULT - ON DOMESTIC VIOL,42.0,2,84,84,0,59.39696961966999,42.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,887
CHRISTOPH R KAZLAU,AGG ASSAULT - STRANGLE DOMESTI,227.0,4,908,364,0,174.42859092858984,272.0,364,42.25,4,169,60,24,20.5,42.5,60,888
CHRISTOPH R KAZLAU,AGG ASSAULT-ASSAULT ON A HEALT,179.0,1,179,179,179,,179.0,179,36.0,1,36,36,36,,36.0,36,889
CHRISTOPH R KAZLAU,AGG ASSAULT-ATTEMPT/CAUSE BI W,85.0,2,170,170,0,120.20815280171308,85.0,0,24.0,2,48,24,24,0.0,24.0,24,890
CHRISTOPH R KAZLAU,AGG ASSAULT-ATTEMPT/CAUSE SBI,1338.3333333333333,3,4015,1460,1095,210.73284825421337,1460.0,1460,0.0,3,0,0,0,0.0,0.0,0,891
CHRISTOPH R KAZLAU,AGG ASSAULT-ATTEMPT/CAUSE SIGN,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,892
CHRISTOPH R KAZLAU,AGG ASSAULT-ON LAW ENFORCEMENT,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,893
CHRISTOPH R KAZLAU,AGG SEX ASSAULT-V>=13 & <16-D,5475.0,1,5475,5475,5475,,5475.0,5475,0.0,1,0,0,0,,0.0,0,894
CHRISTOPH R KAZLAU,AGG SEX ASSAULT-VIC >=13 & <16,6570.0,1,6570,6570,6570,,6570.0,6570,0.0,1,0,0,0,,0.0,0,895
CHRISTOPH R KAZLAU,ASSAULT BY AUTO/VESSEL-RECKLES,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,896
CHRISTOPH R KAZLAU,BURGLARY-ENTERING STRUCTURE ET,260.7142857142857,14,3650,1460,0,524.6275497284392,0.0,0,30.0,14,420,60,0,23.41597088116767,30.0,60,897
CHRISTOPH R KAZLAU,BURGLARY-NO BI AND/OR UNARMED,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,898
CHRISTOPH R KAZLAU,CONSPIRACY - AGREE/ENGAGE IN C,912.5,2,1825,1825,0,1290.4698756654493,912.5,0,6.0,2,12,12,0,8.48528137423857,6.0,0,899
CHRISTOPH R KAZLAU,CONTEMPT - VIOLATE DV ORDER BY,364.0,1,364,364,364,,364.0,364,60.0,1,60,60,60,,60.0,60,900
CHRISTOPH R KAZLAU,CONTEMPT-VIOLATE JUDICIAL/REST,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,901
CHRISTOPH R KAZLAU,CRIMINAL SEXUAL CONTACT,355.0,1,355,355,355,,355.0,355,0.0,1,0,0,0,,0.0,0,902
CHRISTOPH R KAZLAU,CRIMINAL TRESPASS-RESEARCH FAC,363.0,1,363,363,363,,363.0,363,0.0,1,0,0,0,,0.0,0,903
CHRISTOPH R KAZLAU,DISORDERLY CONDUCT-IMPROP BEHA,1.0,2,2,1,1,0.0,1.0,1,0.0,2,0,0,0,0.0,0.0,0,904
CHRISTOPH R KAZLAU,DISORDERLY CONDUCT-OFFENSIVE L,1.0,1,1,1,1,,1.0,1,0.0,1,0,0,0,,0.0,0,905
CHRISTOPH R KAZLAU,ENDANGERING-ABUSE/NEGLECT OF A,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,906
CHRISTOPH R KAZLAU,FALSE REPORT INVOLVING BOMB/HO,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,907
CHRISTOPH R KAZLAU,FORGERY-UTTER FORGED DOCS-GOV,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,908
CHRISTOPH R KAZLAU,HARASSMENT-ANY OTHER ALARMING,3.0,1,3,3,3,,3.0,3,0.0,1,0,0,0,,0.0,0,909
CHRISTOPH R KAZLAU,HINDERING-FALSE INFO-UNDERLYIN,609.0,1,609,609,609,,609.0,609,0.0,1,0,0,0,,0.0,0,910
CHRISTOPH R KAZLAU,HINDERING-ONESELF-HIDE/SUPPRES,8.0,1,8,8,8,,8.0,8,0.0,1,0,0,0,,0.0,0,911
CHRISTOPH R KAZLAU,MANUF/DISTR CDS OR INTENT TO M,820.875,8,6567,3650,0,1290.6214934231161,364.0,0,16.5,8,132,36,0,16.894631438080307,12.0,0,912
CHRISTOPH R KAZLAU,MONEY LAUNDERING-TRANSP/POSSES,753.25,4,3013,2555,0,1220.4161517012683,229.0,0,15.0,4,60,36,0,18.0,12.0,0,913
CHRISTOPH R KAZLAU,POSS CDS-FAILS TO GIVE CDS TO,2.0,1,2,2,2,,2.0,2,0.0,1,0,0,0,,0.0,0,914
CHRISTOPH R KAZLAU,POSS CDS/ANALOG - SCHD I II II,72.8,5,364,364,0,162.7857487619847,0.0,0,19.2,5,96,36,0,13.682105101189656,24.0,24,915
CHRISTOPH R KAZLAU,POSS OF WEAPON FOR UNLAWFUL PU,88.0,2,176,176,0,124.45079348883236,88.0,0,24.0,2,48,36,12,16.97056274847714,24.0,12,916
CHRISTOPH R KAZLAU,POSS/DIST - IMITATION CDS - IM,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,917
CHRISTOPH R KAZLAU,POST INFO RELATIVE TO LEOS ON,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,918
CHRISTOPH R KAZLAU,RECEIVING STOLEN PROPERTY-VAL,0.0,1,0,0,0,,0.0,0,22.0,1,22,22,22,,22.0,22,919
CHRISTOPH R KAZLAU,RECEIVING STOLEN PROPERTY-VALU,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,920
CHRISTOPH R KAZLAU,RECEIVNG STOLEN PROP-KNOW PROP,142.5,8,1140,364,0,144.0743855493702,103.0,0,16.5,8,132,24,0,10.993504575754852,24.0,24,921
CHRISTOPH R KAZLAU,RECKLESS DEATH BY AUTO OR VESS,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,922
CHRISTOPH R KAZLAU,REG OF SEX OFF-NOTICE OF CHANG,7.0,1,7,7,7,,7.0,7,0.0,1,0,0,0,,0.0,0,923
CHRISTOPH R KAZLAU,RESIST ARR/ELUD-AFTER INSTRUCT,365.0,3,1095,1095,0,632.1985447626403,0.0,0,24.0,3,72,36,0,20.784609690826528,36.0,36,924
CHRISTOPH R KAZLAU,RESIST ARR/ELUD-CAUSE RISK OF,166.0,1,166,166,166,,166.0,166,36.0,1,36,36,36,,36.0,36,925
CHRISTOPH R KAZLAU,RESIST ARR/ELUD-MV OP- RISK OF,1186.25,4,4745,1460,1095,182.50000000000003,1095.0,1095,0.0,4,0,0,0,0.0,0.0,0,926
CHRISTOPH R KAZLAU,RESISTING ARREST-PURPOSELY,364.0,1,364,364,364,,364.0,364,60.0,1,60,60,60,,60.0,60,927
CHRISTOPH R KAZLAU,ROBBERY-INFLICTS BI OR USES FO,7117.5,2,14235,10950,3285,5419.973477794887,7117.5,3285,0.0,2,0,0,0,0.0,0.0,0,928
CHRISTOPH R KAZLAU,SEXUAL ASSAULT-VIC < 13 & DEF,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,929
CHRISTOPH R KAZLAU,SHOPLIFTING-CONCEAL MERCH-RETA,730.0,2,1460,1460,0,1032.3759005323593,730.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0,930
CHRISTOPH R KAZLAU,SIMPLE ASSAULT-PURPOSELY/KNOWI,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,931
CHRISTOPH R KAZLAU,SIMPLE ASSAULT-THREAT OF SBI B,7.0,1,7,7,7,,7.0,7,0.0,1,0,0,0,,0.0,0,932
CHRISTOPH R KAZLAU,STALKING-ENGAGE CONDUCT REASON,180.0,1,180,180,180,,180.0,180,36.0,1,36,36,36,,36.0,36,933
CHRISTOPH R KAZLAU,TERRORISTIC THREATS-OCCURS DUR,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,934
CHRISTOPH R KAZLAU,TERRORISTIC THREATS-THREAT TO,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,935
CHRISTOPH R KAZLAU,THEFT BY DECEPTION-VALUE LESS,2.0,1,2,2,2,,2.0,2,0.0,1,0,0,0,,0.0,0,936
CHRISTOPH R KAZLAU,THEFT BY UNLAWFL TAKNG-MOVABLE,379.4,5,1897,1460,0,610.3624333131913,127.0,0,19.2,5,96,36,0,16.099689437998485,12.0,12,937
CHRISTOPH R KAZLAU,THEFT-FROM THE PERSON OF ANOTH,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,938
CHRISTOPH R KAZLAU,UNLAW TAKING MEANS CONVEYANCE-,246.5,2,493,363,130,164.75588001646557,246.5,130,0.0,2,0,0,0,0.0,0.0,0,939
CHRISTOPH R KAZLAU,UNLAWFUL POSS WEAP - OTHER WEA,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,940
CHRISTOPH R KAZLAU,UNLAWFUL POSS WEAPON-HANDGUNS,1825.0,3,5475,1825,1825,0.0,1825.0,1825,0.0,3,0,0,0,0.0,0.0,0,941
CHRISTOPH R KAZLAU,USE/POSS W/INTEUSE/POSS W/INT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,942
CHRISTOPH R KAZLAU,WANDERING/PROWLING TO OBTAIN/S,0.6666666666666666,3,2,1,0,0.5773502691896258,1.0,1,0.0,3,0,0,0,0.0,0.0,0,943
COLLEEN M FLYNN,AGG ASSAULT - ON DOMESTIC VIOL,319.125,8,2553,1825,0,630.2936815485302,0.0,0,30.0,8,240,48,0,14.342743312012724,36.0,36,944
COLLEEN M FLYNN,AGG ASSAULT - STRANGLE DOMESTI,33.75,8,270,180,0,66.96214282285605,0.0,0,36.0,8,288,36,36,0.0,36.0,36,945
COLLEEN M FLYNN,AGG ASSAULT-ATTEMPT/CAUSE BI W,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,946
COLLEEN M FLYNN,AGG ASSAULT-ATTEMPT/CAUSE SBI,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,947
COLLEEN M FLYNN,AGG ASSAULT-ATTEMPT/CAUSE SIGN,45.0,2,90,90,0,63.63961030678928,45.0,0,30.0,2,60,36,24,8.48528137423857,30.0,24,948
